"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",1113,"SAN VICENTE","Buenos Aires","Nacional","2020","17","SEDAN 5 PUERTAS","37","RENAULT","3X","SANDERO PH2 STEPWAY ZEN 1.6","1","Privado","Física","GUERNICA","BUENOS AIRES","Femenino","1978","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1114,"CAÑUELAS","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","024","CHEVROLET","579","S10 2.8TD 4X2 LS","1","Privado","Física","CAÑUELAS","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1114,"CAÑUELAS","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","670","GOL TREND TRENDLINE 1.6 GAS 101CV MQ","1","Privado","Física","CAÑUELAS","BUENOS AIRES","Femenino","1965","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1114,"CAÑUELAS","Buenos Aires","Protocolo 21","2020","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","474","G410 A6X2","1","Privado","Jurídica","MÁXIMO PAZ","BUENOS AIRES","No aplica","2013","No aplica",100,"06",""
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",1114,"CAÑUELAS","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","97","HILUX 4X4 D/C DX 2.4 TDI 6 M/T","1","Privado","Física","CAÑUELAS","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1114,"CAÑUELAS","Buenos Aires","Protocolo 21","2019","82","PICK-UP CABINA DOBLE","024","CHEVROLET","582","S10 2.8TD 4X4 LS","1","Privado","Física","CAÑUELAS","BUENOS AIRES","Masculino","1951","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1115,"MORON Nº 01","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","638","POLO TRENDLINE 1.6 MSI 110CV","1","Privado","Física","MORÓN","BUENOS AIRES","Masculino","1953","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-23","2020-04-23",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Nacional","2020","22","FURGON","34","PEUGEOT","NT","PARTNER CONFORT 1.6 HDI 92 5 PLAZAS","1","Privado","Física","CASEROS","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","136","VOLKSWAGEN","696","T-CROSS COMFORTLINE 1.6 MSI 110CV AT","1","Privado","Física","CASEROS","BUENOS AIRES","Masculino","1951","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1118,"QUILMES Nº 2","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","027","CITROEN","544","C4 CACTUS VTI 115 LIVE","1","Privado","Física","BERNAL","BUENOS AIRES","Masculino","1971","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1118,"QUILMES Nº 2","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","112","RENAULT","B03","CAPTUR LIFE 1.6","1","Privado","Física","BERNAL","BUENOS AIRES","Masculino","1977","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1118,"QUILMES Nº 2","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","024","CHEVROLET","768","ONIX 1.2 LT MT","1","Privado","Física","BERNAL","BUENOS AIRES","Masculino","1993","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",1118,"QUILMES Nº 2","Buenos Aires","Nacional","2020","22","FURGON","34","PEUGEOT","NT","PARTNER CONFORT 1.6 HDI 92 5 PLAZAS","1","Privado","Física","DON BOSCO","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1119,"MORON Nº 03","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","670","GOL TREND TRENDLINE 1.6 GAS 101CV MQ","1","Privado","Física","HAEDO","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1119,"MORON Nº 03","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","102","NISSAN","772","KICKS SPECIAL EDITION CVT","1","Privado","Física","HAEDO","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1119,"MORON Nº 03","Buenos Aires","Protocolo 21","2019","02","SEDAN 4 PUERTAS","130","TOYOTA","875","COROLLA XLI 1.8 CVT","1","Privado","Física","HAEDO","BUENOS AIRES","Masculino","1987","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-28","2020-04-28",1119,"MORON Nº 03","Buenos Aires","Nacional","2020","40","TODO TERRENO","68","TOYOTA","AJ","SW4 4X4 SRX 2.8 TDI 6 A/T 7A","1","Privado","Física","EL PALOMAR","BUENOS AIRES","Masculino","1967","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1120,"LA MATANZA Nº 03","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","902","TORO FREEDOM 1.8 16V 4X2 AT6","1","Privado","Física","LOMAS DEL MIRADOR","BUENOS AIRES","Masculino","1961","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1120,"LA MATANZA Nº 03","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","092","RENEGADE 1.8L SPORT","1","Privado","Física","LA TABLADA","BUENOS AIRES","Femenino","1967","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1120,"LA MATANZA Nº 03","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","130","TOYOTA","A16","YARIS S 1.5 CVT","1","Privado","Física","ALDO BONZI","BUENOS AIRES","Masculino","1965","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1120,"LA MATANZA Nº 03","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","047","FORD","B61","ECOSPORT SE 1.5L MT N","1","Privado","Física","LA TABLADA","BUENOS AIRES","Femenino","1976","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1120,"LA MATANZA Nº 03","Buenos Aires","Protocolo 21","2020","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","B45","AXOR 2036S","1","Privado","Jurídica","ALDO BONZI","BUENOS AIRES","No aplica","2003","No aplica",100,"06",""
"INSCRIPCION INICIAL NACIONAL","2020-04-23","2020-04-23",1120,"LA MATANZA Nº 03","Buenos Aires","Nacional","2019","20","PICK-UP","AC","NISSAN","08","FRONTIER CD LE 2.3 D 4X4 MT","1","Privado","Física","LOMAS DEL MIRADOR","BUENOS AIRES","Masculino","1968","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1120,"LA MATANZA Nº 03","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","044","FIAT","866","ARGO DRIVE 1.3","1","Privado","Física","TAPIALES","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1120,"LA MATANZA Nº 03","Buenos Aires","Nacional","2020","17","SEDAN 5 PUERTAS","37","RENAULT","3Y","SANDERO PH2 STEPWAY INTENS 1.6","1","Privado","Física","LA TABLADA","BUENOS AIRES","Femenino","1978","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1120,"LA MATANZA Nº 03","Buenos Aires","Protocolo 21","2020","02","SEDAN 4 PUERTAS","047","FORD","B47","KA SEDAN S","1","Privado","Física","VILLA MADERO","BUENOS AIRES","Femenino","2000","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1120,"LA MATANZA Nº 03","Buenos Aires","Protocolo 21","2019","05","SEDAN 5 PUERTAS","024","CHEVROLET","703","ONIX 5P 1.4 N ACTIV","1","Privado","Física","TAPIALES","BUENOS AIRES","Masculino","1950","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1120,"LA MATANZA Nº 03","Buenos Aires","Importado","2020","04","RURAL 5 PUERTAS","112","RENAULT","A14","DUSTER PH2 PRIVILEGE 2.0","1","Privado","Física","LOMAS DEL MIRADOR","BUENOS AIRES","Masculino","1976","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1121,"MAR DEL PLATA Nº 03","Buenos Aires","Protocolo 21","2020","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","D32","AXOR 2544 LS","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1961","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1121,"MAR DEL PLATA Nº 03","Buenos Aires","Protocolo 21","2020","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","D32","AXOR 2544 LS","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1961","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-27","2020-04-27",1121,"MAR DEL PLATA Nº 03","Buenos Aires","Nacional","2020","22","FURGON","29","MERCEDES BENZ","HA","SPRINTER 516 CDI FURGON 4325 XL","1","Privado","Jurídica","MAR DEL PLATA","BUENOS AIRES","No aplica","1993","No aplica",100,"06",""
"INSCRIPCION INICIAL NACIONAL","2020-04-28","2020-04-28",1121,"MAR DEL PLATA Nº 03","Buenos Aires","Nacional","2020","31","SEMIRREMOLQUE","82","VULCANO","29","AMG3II","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1961","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1121,"MAR DEL PLATA Nº 03","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","845","TORO VOLCANO 2.0 16V 4X4","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1980","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1122,"LOMAS DE ZAMORA Nº 2","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","104","COMPASS LONGITUDE 2.4 AT6","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","Masculino","1967","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1122,"LOMAS DE ZAMORA Nº 2","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","130","TOYOTA","A13","YARIS XLS PACK 1.5 CVT","1","Privado","Física","BANFIELD","BUENOS AIRES","Masculino","1959","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1123,"SAN MARTIN Nº 3","Buenos Aires","Nacional","2020","20","PICK-UP","19","FORD","ZH","RANGER DC 4X2 XLS 3.2L D","1","Privado","Física","J.L.SUAREZ","BUENOS AIRES","Masculino","1963","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1123,"SAN MARTIN Nº 3","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","112","RENAULT","A61","CAPTUR INTENS 2.0","1","Privado","Física","V.BALLESTER","BUENOS AIRES","Masculino","1959","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1123,"SAN MARTIN Nº 3","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","027","CITROEN","537","C3 VTI 115 FEEL AM20.5","1","Privado","Física","V.BALLESTER","BUENOS AIRES","Masculino","1951","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1123,"SAN MARTIN Nº 3","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","638","POLO TRENDLINE 1.6 MSI 110CV","1","Privado","Física","J.L.SUAREZ","BUENOS AIRES","Masculino","1982","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",1124,"LANUS Nº 9","Buenos Aires","Nacional","2020","22","FURGON","37","RENAULT","3L","KANGOO II EXPRESS CONFORT 5A 1.6 SCE","1","Privado","Física","REMEDIOS DE ESCALADA","BUENOS AIRES","Masculino","1945","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1126,"MAR DEL PLATA Nº 04","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","845","TORO VOLCANO 2.0 16V 4X4","1","Privado","Jurídica","MAR DEL PLATA","BUENOS AIRES","No aplica","2008","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1126,"MAR DEL PLATA Nº 04","Buenos Aires","Importado","2020","10","TODO TERRENO","130","TOYOTA","A32","RAV4 HV 2.5 AWD LIMITED CVT","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Femenino","1976","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1127,"LA PLATA Nº 05","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","104","PEUGEOT","887","208 IN CONCERT 1.6 115","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1952","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1127,"LA PLATA Nº 05","Buenos Aires","Nacional","2020","17","SEDAN 5 PUERTAS","37","RENAULT","3Y","SANDERO PH2 STEPWAY INTENS 1.6","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1950","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1127,"LA PLATA Nº 05","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","913","TORO RANCH 2.0 AT9 4WD","1","Privado","Física","LOS HORNOS","BUENOS AIRES","Femenino","1972","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-28","2020-04-28",1127,"LA PLATA Nº 05","Buenos Aires","Nacional","2020","17","SEDAN 5 PUERTAS","34","PEUGEOT","NJ","308 FELINE THP TIPTRONIC","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1973","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1127,"LA PLATA Nº 05","Buenos Aires","Protocolo 21","2019","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","637","POLO COMFORTLINE 1.6 MSI 110CV","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1981","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1127,"LA PLATA Nº 05","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","104","PEUGEOT","861","208 ALLURE 1.6 115","1","Privado","Física","LOS HORNOS","BUENOS AIRES","Femenino","1969","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1128,"SAN MIGUEL Nº 2","Buenos Aires","Importado","2019","22","SEDAN 3 PUERTAS","044","FIAT","877","500 595 TURISMO","1","Privado","Jurídica","SAN MIGUEL","BUENOS AIRES","No aplica","2019","No aplica",100,"06",""
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",1128,"SAN MIGUEL Nº 2","Buenos Aires","Nacional","2020","17","SEDAN 5 PUERTAS","37","RENAULT","3Y","SANDERO PH2 STEPWAY INTENS 1.6","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Femenino","1961","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1128,"SAN MIGUEL Nº 2","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","130","TOYOTA","908","ETIOS X 1.5 6M/T","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1128,"SAN MIGUEL Nº 2","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","112","RENAULT","A25","DUSTER OROCH PRIVILEGE 2.0","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Femenino","1961","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1128,"SAN MIGUEL Nº 2","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","112","RENAULT","A61","CAPTUR INTENS 2.0","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Masculino","1952","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1130,"GENERAL RODRIGUEZ Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","638","POLO TRENDLINE 1.6 MSI 110CV","1","Privado","Física","GENERAL RODRÍGUEZ","BUENOS AIRES","Masculino","1951","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1130,"GENERAL RODRIGUEZ Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","102","NISSAN","721","KICKS ADVANCE MT","1","Privado","Física","GENERAL RODRÍGUEZ","BUENOS AIRES","Masculino","1948","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-28","2020-04-28",1131,"CAPILLA DEL SEÑOR","Buenos Aires","Nacional","2020","22","FURGON","34","PEUGEOT","NS","PARTNER CONFORT 1.6 HDI 92","0","Oficial","Jurídica","CAPILLA DEL SEÑOR","BUENOS AIRES","No aplica","","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1131,"CAPILLA DEL SEÑOR","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","027","CITROEN","545","C4 CACTUS VTI 115 FEEL AM20","1","Privado","Física","LOS CARDALES","BUENOS AIRES","Femenino","1975","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1131,"CAPILLA DEL SEÑOR","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","95","HILUX 4X4 D/C SRV 2.8 TDI 6 M/T","1","Privado","Jurídica","CAPILLA DEL SEÑOR","BUENOS AIRES","No aplica","2010","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1131,"CAPILLA DEL SEÑOR","Buenos Aires","Protocolo 21","2020","02","SEDAN 4 PUERTAS","112","RENAULT","B44","LOGAN PH2 INTENS 1.6 CVT","1","Privado","Física","PAVÓN","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1132,"PINAMAR","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","047","FORD","B63","ECOSPORT TITANIUM 1.5L AT N","1","Privado","Física","PINAMAR","BUENOS AIRES","Femenino","1951","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",1132,"PINAMAR","Buenos Aires","Nacional","2020","12","SEDAN 4 PUERTAS","17","FIAT","CJ","CRONOS DRIVE 1.3 MT","1","Privado","Física","CARILO","BUENOS AIRES","Masculino","1952","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1132,"PINAMAR","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","136","VOLKSWAGEN","696","T-CROSS COMFORTLINE 1.6 MSI 110CV AT","1","Privado","Física","PINAMAR","BUENOS AIRES","Masculino","1944","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1132,"PINAMAR","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","112","RENAULT","A25","DUSTER OROCH PRIVILEGE 2.0","1","Privado","Física","PINAMAR","BUENOS AIRES","Masculino","1957","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1133,"SAN MIGUEL Nº 3","Buenos Aires","Protocolo 21","2019","02","SEDAN 4 PUERTAS","130","TOYOTA","871","COROLLA XEI PACK 1.8 CVT","1","Privado","Física","BELLA VISTA","BUENOS AIRES","Masculino","1959","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",1133,"SAN MIGUEL Nº 3","Buenos Aires","Nacional","2020","22","FURGON","37","RENAULT","3B","KANGOO II EXPRESS CONFORT 1.6 SCE","1","Privado","Física","BELLA VISTA","BUENOS AIRES","Masculino","1996","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1133,"SAN MIGUEL Nº 3","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","845","TORO VOLCANO 2.0 16V 4X4","1","Privado","Física","BELLA VISTA","BUENOS AIRES","Masculino","1989","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1133,"SAN MIGUEL Nº 3","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","105","COMPASS SPORT 2.4 AT6","1","Privado","Física","BELLA VISTA","BUENOS AIRES","Masculino","1968","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1134,"LANUS Nº 3","Buenos Aires","Protocolo 21","2020","02","SEDAN 4 PUERTAS","047","FORD","B47","KA SEDAN S","1","Privado","Física","LANÚS ESTE","BUENOS AIRES","Masculino","1990","VENEZUELA",100,"06","VEN"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1134,"LANUS Nº 3","Buenos Aires","Importado","2020","04","RURAL 5 PUERTAS","112","RENAULT","A17","DUSTER PH2 EXPRESSION 1.6","1","Privado","Física","LANÚS ESTE","BUENOS AIRES","Masculino","1953","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1134,"LANUS Nº 3","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","670","GOL TREND TRENDLINE 1.6 GAS 101CV MQ","1","Privado","Física","LANÚS ESTE","BUENOS AIRES","Femenino","1997","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1134,"LANUS Nº 3","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","112","RENAULT","A82","KWID ICONIC 1.0","1","Privado","Física","LANÚS ESTE","BUENOS AIRES","Masculino","1946","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1134,"LANUS Nº 3","Buenos Aires","Protocolo 21","2019","05","SEDAN 5 PUERTAS","047","FORD","C11","KA SE 1.5L AT","1","Privado","Física","LANÚS ESTE","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1134,"LANUS Nº 3","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","902","TORO FREEDOM 1.8 16V 4X2 AT6","1","Privado","Física","MONTE CHINGOLO","BUENOS AIRES","Masculino","1964","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1134,"LANUS Nº 3","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","130","TOYOTA","A15","YARIS XLS 1.5 6M/T","1","Privado","Física","MONTE CHINGOLO","BUENOS AIRES","Masculino","1951","PARAGUAY",100,"06","PRY"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1134,"LANUS Nº 3","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","104","PEUGEOT","858","208 GT 1.6 THP 165","1","Privado","Física","LANÚS ESTE","BUENOS AIRES","Masculino","1973","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1135,"LANUS Nº 4","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","670","GOL TREND TRENDLINE 1.6 GAS 101CV MQ","1","Privado","Física","MONTE CHINGOLO","BUENOS AIRES","Masculino","1996","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1135,"LANUS Nº 4","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","104","PEUGEOT","862","208 FELINE 1.6 115","1","Privado","Física","LANÚS","BUENOS AIRES","Femenino","1954","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",1135,"LANUS Nº 4","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","95","HILUX 4X4 D/C SRV 2.8 TDI 6 M/T","1","Privado","Jurídica","LANÚS ESTE","BUENOS AIRES","No aplica","2019","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1135,"LANUS Nº 4","Buenos Aires","Protocolo 21","2020","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Física","LANÚS ESTE","BUENOS AIRES","Femenino","1983","ARGENTINA",100,"06","ARG"
